t0,t1,dt,Measured_Angle_X,Measured_Angle_Y,Acceleration_Z,Angular_Velocity_X,Angular_Velocity_Y,Altitude,Kalman_Angle_X,Kalman_Angle_Y,Open_X,Open_Y
3416.00,3497.00,81.00,1.97,-0.33,9.67,7.35,-1.67,0.00,0.46,-0.27,1.00,-1.00
3497.00,3577.00,80.00,2.89,-1.02,9.86,5.41,-1.45,0.00,1.13,-0.45,1.00,-1.00
3577.00,3662.00,85.00,1.97,-0.33,9.82,4.27,-1.18,0.00,1.56,-0.51,1.00,-1.00
3662.00,3737.00,75.00,1.74,-0.10,9.86,1.46,-1.14,0.00,1.68,-0.53,1.00,-1.00
3737.00,3817.00,80.00,2.20,-1.02,9.75,0.77,-0.65,0.00,1.81,-0.62,1.00,-1.00
3817.00,3897.00,80.00,2.20,-0.56,9.94,-0.38,-0.35,0.00,1.84,-0.63,1.00,0.00
3897.00,3977.00,80.00,1.74,-1.02,9.78,-1.78,-0.04,0.00,1.71,-0.67,0.00,0.00
3977.00,4057.00,80.00,4.95,1.05,9.59,-2.56,0.38,0.00,1.94,-0.43,0.00,0.00
4057.00,4140.00,83.00,0.37,-0.79,9.78,-2.80,0.65,0.00,1.58,-0.41,-1.00,0.00
4140.00,4216.00,76.00,1.51,1.50,9.71,-3.24,1.07,0.00,1.38,-0.09,-1.00,0.00
4216.00,4294.00,78.00,0.82,-1.47,9.71,-2.03,0.99,0.00,1.20,-0.16,0.00,0.00
4294.00,4373.00,79.00,1.05,-0.56,9.75,-1.95,1.11,0.00,1.07,-0.12,0.00,0.00
4373.00,4452.00,79.00,0.14,-0.33,9.82,-1.86,1.06,0.00,0.85,-0.06,-1.00,1.00
4452.00,4532.00,80.00,-2.15,0.13,9.71,-1.44,0.93,0.00,0.40,0.04,-1.00,0.00
4532.00,4612.00,80.00,-0.78,0.13,10.14,-0.72,0.59,0.00,0.21,0.11,0.00,0.00
4612.00,4696.00,84.00,2.89,1.50,9.75,-0.19,0.49,0.00,0.52,0.33,0.00,0.00
4696.00,4768.00,72.00,-0.09,-0.33,9.78,0.12,0.30,0.00,0.46,0.29,0.00,0.00
4768.00,4845.00,77.00,0.14,0.36,9.94,0.29,0.20,0.00,0.45,0.33,0.00,0.00
4845.00,4921.00,76.00,0.14,-0.33,9.86,0.51,-0.18,0.00,0.45,0.25,0.00,0.00
4921.00,4999.00,78.00,0.14,0.36,9.78,0.71,-0.07,0.00,0.46,0.27,1.00,0.00
4999.00,5076.00,77.00,5.65,0.13,10.57,0.07,-0.22,0.00,1.09,0.25,1.00,0.00
5076.00,5155.00,79.00,1.05,0.13,9.75,0.31,-0.48,0.00,1.14,0.22,1.00,0.00
5155.00,5236.00,81.00,1.28,-0.33,9.75,-1.22,-0.56,0.00,1.10,0.12,0.00,0.00
5236.00,5310.00,74.00,1.05,-1.25,9.71,-1.18,-0.35,0.00,1.05,-0.05,0.00,0.00
5310.00,5390.00,80.00,-1.01,0.59,9.82,-1.10,-0.50,0.00,0.75,-0.01,0.00,0.00
5390.00,5470.00,80.00,-1.01,-0.56,9.82,-0.75,-0.40,0.00,0.51,-0.10,0.00,0.00
5470.00,5552.00,82.00,-0.78,0.13,9.75,-0.37,-0.16,0.00,0.34,-0.08,0.00,0.00
5552.00,5632.00,80.00,-0.78,-1.02,9.71,-0.03,-0.04,0.00,0.20,-0.19,0.00,0.00
5632.00,5717.00,85.00,-0.09,0.13,9.78,0.35,0.10,0.00,0.19,-0.15,0.00,0.00
5717.00,5791.00,74.00,-1.01,-0.79,9.82,0.50,0.16,0.00,0.07,-0.22,0.00,0.00
5791.00,5869.00,78.00,-0.32,0.36,9.78,0.87,0.30,0.00,0.07,-0.13,0.00,0.00
5869.00,5948.00,79.00,-0.32,-0.79,9.82,1.10,0.14,0.00,0.08,-0.20,1.00,0.00
5948.00,6027.00,79.00,-1.70,-0.10,9.71,0.10,0.21,0.00,-0.14,-0.18,0.00,0.00
6027.00,6107.00,80.00,-1.70,-0.56,10.26,0.41,0.24,0.00,-0.33,-0.21,0.00,0.00
6107.00,6188.00,81.00,0.14,0.36,9.71,0.35,0.31,0.00,-0.29,-0.13,0.00,0.00
6188.00,6270.00,82.00,-0.32,-0.33,9.78,0.21,0.03,0.00,-0.31,-0.15,0.00,0.00
6270.00,6347.00,77.00,0.37,0.13,9.75,0.23,0.21,0.00,-0.25,-0.11,0.00,0.00
6347.00,6424.00,77.00,-0.09,-0.10,9.86,0.13,-0.05,0.00,-0.25,-0.11,0.00,0.00
6424.00,6505.00,81.00,0.14,0.13,9.78,0.07,-0.09,0.00,-0.23,-0.09,0.00,0.00
6505.00,6584.00,79.00,0.14,0.13,9.78,-0.04,-0.37,0.00,-0.22,-0.09,0.00,0.00
6584.00,6664.00,80.00,-0.09,0.13,9.75,0.01,-0.10,0.00,-0.22,-0.07,0.00,0.00
6664.00,6745.00,81.00,0.14,-0.10,9.94,-0.03,-0.26,0.00,-0.21,-0.09,0.00,0.00
6745.00,6830.00,85.00,0.14,-0.33,9.75,-0.10,-0.07,0.00,-0.20,-0.12,0.00,0.00
6830.00,6907.00,77.00,0.14,-0.10,9.78,-0.10,-0.13,0.00,-0.18,-0.13,0.00,0.00
6907.00,6988.00,81.00,-0.32,-0.79,9.86,-0.15,0.01,0.00,-0.23,-0.21,0.00,0.00
6988.00,7070.00,82.00,-0.32,-0.10,9.71,-0.07,0.02,0.00,-0.26,-0.20,0.00,0.00
7070.00,7150.00,80.00,-0.32,-0.10,9.82,-0.01,0.25,0.00,-0.29,-0.17,0.00,0.00
7150.00,7231.00,81.00,-0.09,-0.10,9.71,0.02,0.08,0.00,-0.28,-0.16,0.00,0.00
7231.00,7315.00,84.00,-0.32,-0.10,9.75,0.05,0.31,0.00,-0.30,-0.13,0.00,0.00
7315.00,7391.00,76.00,-0.09,-0.10,9.78,0.07,0.16,0.00,-0.29,-0.12,0.00,0.00
7391.00,7472.00,81.00,-0.32,-0.33,9.78,0.08,0.20,0.00,-0.30,-0.13,0.00,0.00
7472.00,7552.00,80.00,0.14,0.13,9.82,0.21,0.07,0.00,-0.25,-0.10,0.00,0.00
7552.00,7630.00,78.00,-0.55,-0.33,9.82,0.21,-0.02,0.00,-0.29,-0.13,0.00,0.00
7630.00,7711.00,81.00,0.37,0.59,9.86,0.11,-0.08,0.00,-0.21,-0.05,0.00,0.00
7711.00,7789.00,78.00,0.14,-0.33,9.78,0.19,-0.05,0.00,-0.17,-0.08,0.00,0.00
7789.00,7874.00,85.00,-0.09,-0.10,9.82,0.06,-0.06,0.00,-0.17,-0.09,0.00,0.00
7874.00,7951.00,77.00,-0.09,-0.56,9.75,0.08,-0.09,0.00,-0.16,-0.15,0.00,0.00
7951.00,8032.00,81.00,0.37,0.13,9.86,0.03,-0.16,0.00,-0.10,-0.13,0.00,0.00
8032.00,8111.00,79.00,-0.55,-0.56,9.75,0.02,-0.15,0.00,-0.16,-0.20,0.00,0.00
8111.00,8192.00,81.00,-0.09,0.59,9.82,-0.06,-0.02,0.00,-0.17,-0.11,0.00,0.00
8192.00,8274.00,82.00,0.37,-0.10,9.78,-0.03,0.02,0.00,-0.11,-0.10,0.00,0.00
8274.00,8354.00,80.00,-0.09,0.13,9.78,-0.07,0.07,0.00,-0.12,-0.07,0.00,0.00
8354.00,8438.00,84.00,-0.55,-0.33,9.82,-0.03,0.09,0.00,-0.18,-0.09,0.00,0.00
8438.00,8514.00,76.00,-0.32,-0.10,9.82,-0.06,0.19,0.00,-0.21,-0.08,0.00,0.00
8514.00,8595.00,81.00,-0.55,-0.33,9.78,-0.15,0.12,0.00,-0.27,-0.10,0.00,0.00
8595.00,8677.00,82.00,-0.32,-0.10,9.78,-0.13,0.18,0.00,-0.29,-0.09,0.00,0.00
8677.00,8758.00,81.00,-1.01,-1.02,9.71,-0.08,0.17,0.00,-0.40,-0.19,0.00,0.00
8758.00,8839.00,81.00,-0.32,-0.10,9.78,-0.02,0.07,0.00,-0.40,-0.18,0.00,0.00
8839.00,8924.00,85.00,-0.78,-0.10,9.90,-0.11,0.04,0.00,-0.47,-0.17,0.00,0.00
8924.00,9002.00,78.00,-0.09,0.13,9.86,0.08,0.06,0.00,-0.43,-0.14,0.00,0.00
9002.00,9081.00,79.00,-0.32,-0.10,9.82,0.07,-0.10,0.00,-0.43,-0.14,0.00,0.00
9081.00,9162.00,81.00,-0.09,-0.10,9.78,0.07,-0.07,0.00,-0.39,-0.15,0.00,0.00
9162.00,9242.00,80.00,0.14,0.13,9.75,0.16,-0.28,0.00,-0.33,-0.13,0.00,0.00
9242.00,9321.00,79.00,-1.01,-1.47,9.67,0.98,0.21,0.00,-0.35,-0.29,0.00,0.00
9321.00,9402.00,81.00,-2.38,0.36,9.86,2.18,0.76,0.00,-0.46,-0.16,1.00,0.00
9402.00,9485.00,83.00,-2.61,-1.25,9.86,3.60,1.07,0.00,-0.48,-0.22,1.00,0.00
9485.00,9561.00,76.00,-2.61,0.36,9.86,5.38,0.72,0.00,-0.42,-0.12,1.00,0.00
9561.00,9640.00,79.00,0.60,1.28,9.75,7.66,0.34,0.00,0.18,0.07,1.00,0.00
9640.00,9716.00,76.00,2.20,0.82,9.82,8.08,-0.36,0.00,0.92,0.13,1.00,0.00
9716.00,9792.00,76.00,2.66,0.59,9.67,7.74,-0.41,0.00,1.60,0.16,1.00,0.00
9792.00,9870.00,78.00,3.81,0.82,9.71,4.55,-0.42,0.00,2.15,0.22,1.00,0.00
9870.00,9947.00,77.00,4.27,0.36,9.98,2.10,-0.83,0.00,2.52,0.19,1.00,0.00
