t0,t1,dt,Measured_Angle_X,Measured_Angle_Y,Acceleration_Z,Angular_Velocity_X,Angular_Velocity_Y,Altitude,Kalman_Angle_X,Kalman_Angle_Y,Open_X,Open_Y
4180.00,4267.00,87.00,-4.57,-16.15,9.64,-8.00,-104.57,0.00,-4.30,-12.86,-1.00,-1.00
4267.00,4356.00,89.00,-5.95,-20.00,9.48,15.16,-76.06,0.00,-2.97,-19.15,1.00,-1.00
4356.00,4442.00,86.00,-1.59,-30.93,9.09,9.36,-64.67,0.00,-1.76,-25.00,1.00,-1.00
4442.00,4527.00,85.00,-1.82,-31.47,8.50,0.38,-60.63,0.00,-1.41,-29.87,-1.00,-1.00
4527.00,4618.00,91.00,-3.88,-35.03,8.19,-23.59,-49.58,0.00,-3.26,-34.00,-1.00,-1.00
4618.00,4702.00,84.00,-3.42,-39.94,8.23,3.51,-21.13,0.00,-2.71,-35.88,0.00,-1.00
4702.00,4787.00,85.00,-5.95,-42.06,8.26,5.43,6.52,0.00,-2.40,-35.78,1.00,-1.00
4787.00,4870.00,83.00,0.25,-39.94,8.26,3.74,42.74,0.00,-1.52,-32.87,1.00,1.00
4870.00,4952.00,82.00,-2.50,-31.74,8.70,-13.65,75.51,0.00,-2.33,-27.02,-1.00,1.00
4952.00,5039.00,87.00,0.70,-22.46,9.17,-13.37,80.83,0.00,-2.65,-20.03,-1.00,1.00
5039.00,5124.00,85.00,-2.96,-17.34,9.87,-10.65,67.32,0.00,-3.16,-14.44,-1.00,1.00
5124.00,5214.00,90.00,-2.73,-10.96,9.56,-2.60,64.31,0.00,-2.96,-8.70,-1.00,1.00
5214.00,5295.00,81.00,-2.27,-4.94,10.07,-8.44,66.34,0.00,-3.16,-3.33,-1.00,1.00
5295.00,5379.00,84.00,-3.65,1.94,9.56,-11.89,63.49,0.00,-3.77,2.20,-1.00,1.00
5379.00,5461.00,82.00,-6.64,7.46,9.44,1.44,54.35,0.00,-3.71,6.95,-1.00,1.00
5461.00,5541.00,80.00,-4.57,10.94,9.40,15.22,34.01,0.00,-2.46,10.02,1.00,1.00
5541.00,5624.00,83.00,4.83,13.28,9.32,23.94,39.02,0.00,0.49,13.47,1.00,1.00
5624.00,5708.00,84.00,1.62,19.01,9.32,10.80,19.36,0.00,1.75,15.80,1.00,1.00
5708.00,5783.00,75.00,1.39,19.49,9.36,-21.46,-16.79,0.00,0.59,15.36,-1.00,-1.00
5783.00,5867.00,84.00,-8.95,14.70,10.07,-21.01,-41.96,0.00,-1.82,12.45,-1.00,-1.00
5867.00,5956.00,89.00,-5.95,9.77,9.87,-16.38,-96.52,0.00,-3.31,4.90,-1.00,-1.00
5956.00,6039.00,83.00,-5.26,3.31,9.56,-4.69,-78.67,0.00,-3.64,-0.71,-1.00,-1.00
6039.00,6123.00,84.00,-1.82,-7.02,9.99,-5.36,-69.14,0.00,-3.56,-6.24,-1.00,-1.00
6123.00,6208.00,85.00,-3.65,-12.60,9.83,-20.55,-58.78,0.00,-4.83,-11.07,-1.00,-1.00
6208.00,6302.00,94.00,-7.33,-15.43,9.36,-11.86,-46.04,0.00,-5.82,-15.04,-1.00,-1.00
6302.00,6386.00,84.00,-4.11,-18.55,9.40,4.78,-37.53,0.00,-5.00,-17.92,0.00,-1.00
6386.00,6471.00,85.00,-1.36,-20.00,9.87,5.44,-17.44,0.00,-3.86,-19.16,1.00,-1.00
6471.00,6557.00,86.00,-1.13,-21.97,9.56,5.66,26.00,0.00,-2.80,-17.25,1.00,1.00
6557.00,6640.00,83.00,-7.80,-15.91,9.60,-8.52,26.27,0.00,-3.76,-14.90,-1.00,1.00
6640.00,6725.00,85.00,-11.75,-15.20,9.56,-26.40,7.51,0.00,-6.46,-14.11,-1.00,-1.00
6725.00,6817.00,92.00,-7.10,-13.07,9.21,-14.65,34.70,0.00,-7.47,-10.91,-1.00,1.00
6817.00,6899.00,82.00,-9.88,-9.56,9.44,0.40,27.40,0.00,-7.53,-8.54,-1.00,1.00
6899.00,6981.00,82.00,-8.26,-5.86,10.03,8.11,42.04,0.00,-6.83,-4.96,1.00,1.00
6981.00,7062.00,81.00,-3.65,-4.25,10.07,19.15,50.54,0.00,-4.88,-1.08,1.00,1.00
7062.00,7145.00,83.00,-5.03,4.46,9.56,4.74,37.81,0.00,-4.34,2.57,0.00,1.00
7145.00,7224.00,79.00,-2.05,12.34,9.44,-15.22,21.74,0.00,-4.91,5.50,-1.00,1.00
7224.00,7312.00,88.00,-5.03,9.54,9.17,8.00,1.79,0.00,-4.07,6.43,1.00,1.00
7312.00,7386.00,74.00,1.62,13.75,9.79,29.57,-19.05,0.00,-1.25,6.37,1.00,-1.00
7386.00,7468.00,82.00,0.25,8.61,9.05,50.03,-43.14,0.00,2.76,3.89,1.00,-1.00
7468.00,7548.00,80.00,2.31,1.48,9.60,31.61,-58.30,0.00,5.13,-0.14,1.00,-1.00
7548.00,7630.00,82.00,3.92,-5.86,9.99,-10.03,-58.79,0.00,4.46,-4.69,-1.00,-1.00
7630.00,7714.00,84.00,0.93,-6.09,10.81,-11.09,-33.85,0.00,3.41,-6.97,-1.00,-1.00
7714.00,7799.00,85.00,1.85,-7.25,10.19,-11.93,-19.08,0.00,2.51,-8.03,-1.00,-1.00
7799.00,7889.00,90.00,-4.80,-8.17,9.64,-19.74,-10.58,0.00,0.23,-8.46,-1.00,-1.00
7889.00,7970.00,81.00,-4.80,-10.73,10.11,-28.65,-8.66,0.00,-2.30,-8.98,-1.00,-1.00
7970.00,8057.00,87.00,-1.59,-7.48,9.68,-5.63,10.13,0.00,-2.51,-7.62,-1.00,1.00
8057.00,8140.00,83.00,-4.11,-7.02,9.72,2.95,1.78,0.00,-2.37,-7.04,0.00,-1.00
8140.00,8221.00,81.00,-4.34,-8.40,9.87,-1.74,3.44,0.00,-2.63,-6.60,-1.00,-1.00
8221.00,8305.00,84.00,-3.42,-7.71,9.91,-4.25,29.51,0.00,-2.93,-4.20,-1.00,1.00
8305.00,8392.00,87.00,-8.26,-1.96,9.91,-17.66,26.87,0.00,-4.84,-1.52,-1.00,1.00
8392.00,8471.00,79.00,-5.72,0.33,10.03,-18.78,34.89,0.00,-6.18,1.45,-1.00,1.00
8471.00,8555.00,84.00,-6.18,5.61,9.83,-8.78,34.06,0.00,-6.74,4.81,-1.00,1.00
8555.00,8636.00,81.00,-6.18,8.84,9.40,-17.86,15.48,0.00,-7.86,6.74,-1.00,1.00
8636.00,8718.00,82.00,-8.26,11.64,9.68,-12.30,5.58,0.00,-8.70,8.10,-1.00,1.00
8718.00,8800.00,82.00,-8.26,11.64,9.44,-4.69,-1.10,0.00,-8.88,8.83,-1.00,1.00
8800.00,8887.00,87.00,-11.05,10.24,9.52,2.60,4.84,0.00,-8.85,9.79,-1.00,1.00
8887.00,8964.00,77.00,-7.33,10.94,9.68,-0.01,-32.56,0.00,-8.58,8.11,-1.00,-1.00
8964.00,9048.00,84.00,-10.81,4.00,9.72,-11.92,-78.70,0.00,-9.64,2.23,-1.00,-1.00
9048.00,9133.00,85.00,-11.75,-4.25,9.79,-17.31,-72.19,0.00,-11.10,-3.50,-1.00,-1.00
9133.00,9222.00,89.00,-10.58,-7.94,9.99,3.43,-59.64,0.00,-10.68,-8.25,-1.00,-1.00
9222.00,9308.00,86.00,-10.58,-15.20,9.87,12.79,-43.11,0.00,-9.62,-11.92,1.00,-1.00
9308.00,9395.00,87.00,-5.95,-19.27,9.95,20.70,-38.84,0.00,-7.50,-15.38,1.00,-1.00
9395.00,9486.00,91.00,-5.03,-20.00,9.76,11.24,-22.35,0.00,-6.20,-17.34,1.00,-1.00
9486.00,9568.00,82.00,-4.80,-21.72,9.44,-14.47,-5.26,0.00,-6.96,-17.92,-1.00,-1.00
9568.00,9655.00,87.00,-11.75,-22.96,10.03,-9.48,-4.54,0.00,-8.17,-18.56,-1.00,-1.00
9655.00,9744.00,89.00,-4.80,-21.72,9.25,1.64,32.91,0.00,-7.52,-16.10,-1.00,1.00
9744.00,9828.00,84.00,-7.80,-16.15,9.76,12.91,59.87,0.00,-6.51,-11.46,1.00,1.00
9828.00,9912.00,84.00,-1.13,-7.71,9.48,10.53,68.50,0.00,-4.95,-5.74,1.00,1.00
9912.00,9998.00,86.00,-2.50,-2.19,10.15,-7.24,54.10,0.00,-5.05,-1.01,-1.00,1.00
