t0,t1,dt,Measured_Angle_X,Measured_Angle_Y,Acceleration_Z,Angular_Velocity_X,Angular_Velocity_Y,Altitude,Kalman_Angle_X,Kalman_Angle_Y,Open_X,Open_Y
4555.00,4635.00,80.00,0.69,7.35,9.83,0.27,8.13,0.00,0.59,5.96,0.00,1.00
4635.00,4707.00,72.00,-7.58,6.42,11.95,-0.49,6.67,0.00,-0.40,6.46,0.00,1.00
4707.00,4788.00,81.00,1.61,8.73,9.79,-0.36,5.51,0.00,-0.22,7.15,0.00,1.00
4788.00,4866.00,78.00,-0.22,9.20,9.71,-0.40,3.02,0.00,-0.26,7.63,0.00,1.00
4866.00,4945.00,79.00,1.15,9.43,9.64,-0.15,1.44,0.00,-0.12,7.99,0.00,1.00
4945.00,5022.00,77.00,0.23,8.97,9.75,-0.35,-0.43,0.00,-0.11,8.13,0.00,1.00
5022.00,5101.00,79.00,0.69,9.20,9.71,-0.05,-2.01,0.00,-0.02,8.18,0.00,1.00
5101.00,5184.00,83.00,0.69,8.73,9.64,-0.24,-3.75,0.00,0.05,8.04,0.00,1.00
5184.00,5259.00,75.00,0.46,8.04,9.75,-0.13,-4.90,0.00,0.09,7.78,0.00,1.00
5259.00,5337.00,78.00,0.92,7.35,9.71,-0.13,-6.14,0.00,0.19,7.38,0.00,1.00
5337.00,5415.00,78.00,0.23,7.11,9.71,-0.39,-7.50,0.00,0.18,6.90,0.00,0.00
5415.00,5492.00,77.00,0.23,6.88,9.75,-0.36,-8.66,0.00,0.17,6.38,0.00,-1.00
5492.00,5571.00,79.00,0.69,2.52,9.79,-0.56,-10.17,0.00,0.20,5.29,0.00,-1.00
5571.00,5652.00,81.00,0.69,5.50,9.71,-0.57,-9.48,0.00,0.24,4.70,0.00,-1.00
5652.00,5735.00,83.00,0.46,2.29,9.83,-0.87,-10.83,0.00,0.22,3.68,0.00,-1.00
5735.00,5811.00,76.00,0.92,-0.46,9.67,1.39,-10.16,0.00,0.41,2.55,1.00,-1.00
5811.00,5891.00,80.00,-2.52,3.43,9.83,4.72,-7.75,0.00,0.41,2.15,1.00,-1.00
5891.00,5970.00,79.00,-2.29,-4.82,9.64,8.10,-9.90,0.00,0.65,0.66,1.00,-1.00
5970.00,6050.00,80.00,-0.91,-2.99,9.71,12.63,-8.04,0.00,1.33,-0.34,1.00,-1.00
6050.00,6132.00,82.00,5.97,0.68,9.75,12.06,-6.91,0.00,2.73,-0.73,1.00,-1.00
6132.00,6216.00,84.00,7.59,0.22,10.11,13.79,-4.37,0.00,4.33,-0.94,1.00,-1.00
6216.00,6293.00,77.00,8.51,-3.67,9.67,10.61,-5.62,0.00,5.57,-1.65,1.00,-1.00
6293.00,6375.00,82.00,5.28,-2.30,9.79,8.64,-3.82,0.00,6.19,-2.01,1.00,-1.00
6375.00,6455.00,80.00,8.74,-3.44,9.95,6.91,-4.11,0.00,7.01,-2.48,1.00,-1.00
6455.00,6535.00,80.00,8.51,-2.30,9.60,3.18,-3.08,0.00,7.46,-2.69,1.00,-1.00
6535.00,6615.00,80.00,8.98,-3.21,9.79,1.72,-2.41,0.00,7.81,-2.94,1.00,-1.00
6615.00,6695.00,80.00,9.21,-3.67,9.75,-0.93,-1.56,0.00,7.97,-3.16,1.00,-1.00
6695.00,6781.00,86.00,8.51,-3.90,9.79,-3.23,-0.66,0.00,7.86,-3.32,1.00,-1.00
6781.00,6857.00,76.00,8.28,-3.44,9.67,-5.74,-0.06,0.00,7.59,-3.36,1.00,-1.00
6857.00,6938.00,81.00,6.66,-3.21,9.67,-7.55,0.74,0.00,7.01,-3.31,0.00,-1.00
6938.00,7018.00,80.00,1.61,-3.44,9.79,-8.39,1.49,0.00,5.82,-3.25,-1.00,-1.00
7018.00,7099.00,81.00,2.53,-2.99,9.67,-9.38,2.04,0.00,4.79,-3.10,-1.00,-1.00
7099.00,7181.00,82.00,5.51,-2.53,9.60,-9.85,2.58,0.00,4.20,-2.86,-1.00,0.00
7181.00,7261.00,80.00,2.53,-3.67,9.83,-9.34,3.10,0.00,3.37,-2.77,-1.00,0.00
7261.00,7345.00,84.00,3.21,-2.76,9.91,-9.45,3.56,0.00,2.68,-2.53,-1.00,1.00
7345.00,7421.00,76.00,-0.91,-1.38,9.83,-8.68,3.73,0.00,1.69,-2.17,-1.00,1.00
7421.00,7501.00,80.00,0.46,-1.61,9.67,-8.27,3.79,0.00,0.97,-1.86,-1.00,1.00
7501.00,7582.00,81.00,-5.27,-0.46,10.18,-3.41,2.78,0.00,-0.03,-1.51,-1.00,1.00
7582.00,7665.00,83.00,-7.81,-2.53,9.13,-3.80,2.95,0.00,-1.29,-1.44,-1.00,1.00
7665.00,7747.00,82.00,-2.29,-1.38,9.75,-2.60,1.99,0.00,-1.67,-1.31,-1.00,0.00
7747.00,7833.00,86.00,-4.35,-0.01,9.79,-0.98,2.39,0.00,-2.15,-0.99,-1.00,1.00
7833.00,7912.00,79.00,0.92,-1.38,9.79,1.08,1.35,0.00,-1.79,-0.96,0.00,0.00
7912.00,7991.00,79.00,-2.06,0.45,10.22,0.59,1.58,0.00,-1.85,-0.70,-1.00,0.00
7991.00,8072.00,81.00,1.84,1.37,9.64,1.00,0.74,0.00,-1.40,-0.40,0.00,0.00
8072.00,8150.00,78.00,2.75,0.45,9.60,1.12,0.04,0.00,-0.86,-0.29,0.00,0.00
8150.00,8228.00,78.00,-0.45,0.91,9.75,0.56,-0.57,0.00,-0.80,-0.18,0.00,0.00
8228.00,8307.00,79.00,1.15,0.22,9.83,0.03,-1.37,0.00,-0.58,-0.21,0.00,-1.00
8307.00,8392.00,85.00,0.69,-0.01,9.83,-0.49,-1.59,0.00,-0.47,-0.29,0.00,-1.00
8392.00,8470.00,78.00,0.00,-0.23,9.79,-0.61,-1.45,0.00,-0.46,-0.36,-1.00,-1.00
8470.00,8553.00,83.00,-1.37,-0.23,9.64,-0.77,-1.38,0.00,-0.63,-0.43,-1.00,-1.00
8553.00,8638.00,85.00,0.00,2.06,9.24,-0.54,-0.86,0.00,-0.60,-0.16,-1.00,-1.00
8638.00,8720.00,82.00,-0.45,0.22,9.75,0.46,-1.27,0.00,-0.55,-0.17,0.00,-1.00
8720.00,8801.00,81.00,2.53,0.91,10.15,0.24,-1.04,0.00,-0.15,-0.07,0.00,-1.00
8801.00,8886.00,85.00,0.23,-0.92,9.83,0.72,-0.98,0.00,-0.03,-0.20,0.00,-1.00
8886.00,8963.00,77.00,1.15,-1.15,9.91,-1.75,-0.79,0.00,0.01,-0.34,-1.00,-1.00
8963.00,9046.00,83.00,0.92,-1.15,9.64,0.96,-0.61,0.00,0.22,-0.45,1.00,-1.00
9046.00,9126.00,80.00,9.21,-0.23,9.40,0.30,-0.41,0.00,1.38,-0.42,1.00,0.00
9126.00,9204.00,78.00,-0.68,-0.92,9.64,-0.17,-0.01,0.00,1.20,-0.45,1.00,0.00
9204.00,9285.00,81.00,2.53,-1.15,9.64,-0.56,0.20,0.00,1.40,-0.50,0.00,0.00
9285.00,9364.00,79.00,0.92,-1.61,10.07,-2.14,0.53,0.00,1.27,-0.57,0.00,0.00
9364.00,9449.00,85.00,0.46,-0.92,9.79,-1.14,0.47,0.00,1.16,-0.56,0.00,0.00
9449.00,9524.00,75.00,-1.14,-0.69,9.79,-1.70,0.87,0.00,0.84,-0.51,0.00,0.00
9524.00,9604.00,80.00,-0.22,-0.69,9.87,-0.85,0.82,0.00,0.71,-0.46,0.00,0.00
9604.00,9684.00,80.00,0.23,-0.01,9.87,-1.08,0.98,0.00,0.62,-0.33,0.00,0.00
9684.00,9762.00,78.00,-1.37,-0.92,9.75,-0.56,0.77,0.00,0.39,-0.33,0.00,0.00
9762.00,9843.00,81.00,0.69,-0.46,9.83,-0.11,0.75,0.00,0.46,-0.29,0.00,0.00
9843.00,9922.00,79.00,-1.60,-0.23,9.75,-0.21,0.73,0.00,0.23,-0.22,0.00,0.00
